2013-02-17,17
2013-02-18,34
2013-02-19,32
2013-02-20,12
2013-02-21,31
2013-02-22,32
2013-02-23,33
2013-02-24,34
2013-02-25,19
2013-02-26,27
2013-02-27,31
2013-02-28,18
2013-03-01,10
2013-03-02,28
2013-03-03,43
2013-03-04,27
2013-03-05,34
2013-03-06,29
2013-03-07,21
2013-03-08,30
2013-03-09,36
2013-03-10,33
2013-03-11,35
2013-03-12,34
2013-03-13,29
2013-03-14,32
2013-03-15,46
2013-03-16,22
2013-03-17,27
2013-03-18,41
2013-03-19,21
2013-03-20,32
2013-03-21,31
2013-03-22,35
2013-03-23,48
2013-03-24,46
2013-03-25,29
2013-03-26,9
2013-03-27,29
2013-03-28,32
2013-03-29,33
2013-03-30,30
2013-03-31,32
2013-04-01,33
2013-04-02,30
2013-04-03,32
2013-04-04,23
2013-04-05,2
2013-04-08,9
2013-04-09,22
2013-04-16,6
2013-04-17,19
2013-04-18,20
2013-04-19,25
2013-04-20,32
2013-04-21,36
2013-04-22,35
2013-04-23,33
2013-04-24,28
2013-04-25,34
2013-04-26,36
2013-04-27,36
2013-04-28,39
2013-04-29,28
2013-04-30,32
2013-05-01,25
2013-05-02,33
2013-05-03,32
2013-05-04,36
2013-05-05,37
2013-05-06,37
2013-05-07,30
2013-05-08,38
2013-05-09,34
2013-05-10,26
2013-05-11,32
2013-05-12,35
2013-05-13,25
2013-05-14,33
2013-05-15,32
2013-05-20,8
2013-05-21,32
2013-05-22,31
2013-05-23,32
2013-05-24,19
2013-05-25,31
2013-05-26,22
2013-05-27,26
2013-05-28,16
2013-05-29,4
2013-05-30,28
2013-05-31,16
2013-06-01,30
2013-06-02,29
2013-06-03,19
2013-06-04,13
2013-06-05,17
2013-06-06,33
2013-06-07,32
2013-06-08,12
2013-06-09,19
2013-06-10,11
2013-06-11,28
2013-06-12,4
2013-06-13,23
2013-06-14,5
2013-06-16,24
2013-06-17,35
2013-06-18,47
2013-06-19,22
2013-06-20,29
2013-06-21,8
2013-06-23,2
2013-06-24,30
2013-06-25,28
2013-06-26,18
2013-06-27,1
2013-06-28,14
2013-06-29,21
2013-06-30,10
2013-07-01,4
2013-07-02,29
2013-07-03,14
2013-07-04,29
2013-07-05,7
2013-07-07,10
2013-07-08,11
2013-07-09,30
2013-07-10,14
2013-07-11,29
2013-07-12,31
2013-07-13,3
2013-07-14,29
2013-07-15,15
2013-07-16,10
2013-07-17,29
2013-07-18,31
2013-07-19,20
2013-07-20,4
2013-07-21,20
2013-07-22,30
2013-07-23,3
2013-07-24,28
2013-07-25,30
2013-07-26,33
2013-07-27,44
2013-07-28,23
2013-07-29,29
2013-07-30,34
2013-07-31,32
2013-08-01,21
2013-08-02,27
2013-08-03,44
2013-08-04,27
2013-08-05,1
2013-08-06,5
2013-08-23,30
2013-08-24,31
2013-08-25,33
2013-08-26,32
2013-08-27,32
2013-08-28,31
2013-08-29,31
2013-08-30,34
2013-08-31,26
2013-09-01,34
2013-09-02,35
2013-09-03,34
2013-09-04,33
2013-09-05,37
2013-09-06,43
2013-09-07,7
2013-09-09,2
2013-09-11,19
2013-09-12,35
2013-09-13,35
2013-09-14,48
2013-09-15,48
2013-09-16,48
2013-09-17,47
2013-09-18,26
2013-09-19,29
2013-09-20,32
2013-09-21,20
2013-09-22,32
2013-09-23,48
2013-09-24,47
2013-09-25,13
2013-09-26,32
2013-09-27,10
2013-09-30,9
2013-10-01,8
2013-10-02,38
2013-10-03,5
2013-10-04,13
2013-10-05,14
2013-10-06,29
2013-10-07,6
2013-10-08,4
2013-10-09,7
