antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'12:30:00'}),frozenset({'channel_10'}),1.0,0.39855072463768115,0.39855072463768115,0.39855072463768115,1.0,0.0,1.0
frozenset({'12:30:00'}),frozenset({'channel_14'}),1.0,0.2246376811594203,0.2246376811594203,0.2246376811594203,1.0,0.0,1.0
frozenset({'12:30:00'}),frozenset({'channel_16'}),1.0,0.057971014492753624,0.057971014492753624,0.057971014492753624,1.0,0.0,1.0
frozenset({'12:30:00'}),frozenset({'channel_17'}),1.0,0.1956521739130435,0.1956521739130435,0.1956521739130435,1.0,0.0,1.0
frozenset({'12:30:00'}),frozenset({'channel_18'}),1.0,0.057971014492753624,0.057971014492753624,0.057971014492753624,1.0,0.0,1.0
frozenset({'12:30:00'}),frozenset({'channel_19'}),1.0,0.5434782608695652,0.5434782608695652,0.5434782608695652,1.0,0.0,1.0
frozenset({'12:30:00'}),frozenset({'channel_23'}),1.0,0.8623188405797102,0.8623188405797102,0.8623188405797102,1.0,0.0,1.0
frozenset({'12:30:00'}),frozenset({'channel_24'}),1.0,0.13768115942028986,0.13768115942028986,0.13768115942028986,1.0,0.0,1.0
frozenset({'12:30:00'}),frozenset({'channel_3'}),1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.0,1.0
frozenset({'12:30:00'}),frozenset({'channel_9'}),1.0,0.782608695652174,0.782608695652174,0.782608695652174,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_14', 'channel_10'})",1.0,0.17391304347826086,0.17391304347826086,0.17391304347826086,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_10', 'channel_16'})",1.0,0.050724637681159424,0.050724637681159424,0.050724637681159424,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_17', 'channel_10'})",1.0,0.14492753623188406,0.14492753623188406,0.14492753623188406,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_10', 'channel_18'})",1.0,0.050724637681159424,0.050724637681159424,0.050724637681159424,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_10', 'channel_19'})",1.0,0.2318840579710145,0.2318840579710145,0.2318840579710145,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_10', 'channel_23'})",1.0,0.36231884057971014,0.36231884057971014,0.36231884057971014,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_3', 'channel_10'})",1.0,0.39855072463768115,0.39855072463768115,0.39855072463768115,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_10', 'channel_9'})",1.0,0.39855072463768115,0.39855072463768115,0.39855072463768115,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_17', 'channel_14'})",1.0,0.12318840579710146,0.12318840579710146,0.12318840579710146,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_14', 'channel_19'})",1.0,0.12318840579710146,0.12318840579710146,0.12318840579710146,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_14', 'channel_23'})",1.0,0.2028985507246377,0.2028985507246377,0.2028985507246377,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_14', 'channel_3'})",1.0,0.2246376811594203,0.2246376811594203,0.2246376811594203,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_14', 'channel_9'})",1.0,0.2246376811594203,0.2246376811594203,0.2246376811594203,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_16', 'channel_23'})",1.0,0.050724637681159424,0.050724637681159424,0.050724637681159424,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_3', 'channel_16'})",1.0,0.057971014492753624,0.057971014492753624,0.057971014492753624,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_16', 'channel_9'})",1.0,0.057971014492753624,0.057971014492753624,0.057971014492753624,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_17', 'channel_19'})",1.0,0.10869565217391304,0.10869565217391304,0.10869565217391304,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_17', 'channel_23'})",1.0,0.17391304347826086,0.17391304347826086,0.17391304347826086,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_17', 'channel_3'})",1.0,0.18840579710144928,0.18840579710144928,0.18840579710144928,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_17', 'channel_9'})",1.0,0.1956521739130435,0.1956521739130435,0.1956521739130435,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_3', 'channel_18'})",1.0,0.057971014492753624,0.057971014492753624,0.057971014492753624,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_9', 'channel_18'})",1.0,0.057971014492753624,0.057971014492753624,0.057971014492753624,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_19', 'channel_23'})",1.0,0.47101449275362317,0.47101449275362317,0.47101449275362317,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_24', 'channel_19'})",1.0,0.06521739130434782,0.06521739130434782,0.06521739130434782,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_3', 'channel_19'})",1.0,0.47101449275362317,0.47101449275362317,0.47101449275362317,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_19', 'channel_9'})",1.0,0.4420289855072464,0.4420289855072464,0.4420289855072464,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_24', 'channel_23'})",1.0,0.12318840579710146,0.12318840579710146,0.12318840579710146,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_3', 'channel_23'})",1.0,0.7753623188405797,0.7753623188405797,0.7753623188405797,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_9', 'channel_23'})",1.0,0.6884057971014492,0.6884057971014492,0.6884057971014492,1.0,0.0,1.0
frozenset({'12:30:00'}),"frozenset({'channel_24', 'channel_3'})",1.0,0.13043478260869565,0.13043478260869565,0.13043478260869565,1.0,0.0,1.0
