antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'04:30:00'}),frozenset({'channel_14'}),1.0,0.29245283018867924,0.29245283018867924,0.29245283018867924,1.0,0.0,1.0
frozenset({'04:30:00'}),frozenset({'channel_18'}),1.0,0.4528301886792453,0.4528301886792453,0.4528301886792453,1.0,0.0,1.0
frozenset({'04:30:00'}),frozenset({'channel_4'}),1.0,0.16981132075471697,0.16981132075471697,0.16981132075471697,1.0,0.0,1.0
frozenset({'04:30:00'}),frozenset({'channel_5'}),1.0,0.17452830188679244,0.17452830188679244,0.17452830188679244,1.0,0.0,1.0
frozenset({'04:30:00'}),frozenset({'channel_6'}),1.0,0.25471698113207547,0.25471698113207547,0.25471698113207547,1.0,0.0,1.0
frozenset({'04:30:00'}),frozenset({'channel_7'}),1.0,0.14622641509433962,0.14622641509433962,0.14622641509433962,1.0,0.0,1.0
frozenset({'04:30:00'}),"frozenset({'channel_18', 'channel_14'})",1.0,0.29245283018867924,0.29245283018867924,0.29245283018867924,1.0,0.0,1.0
frozenset({'04:30:00'}),"frozenset({'channel_14', 'channel_4'})",1.0,0.08018867924528301,0.08018867924528301,0.08018867924528301,1.0,0.0,1.0
frozenset({'04:30:00'}),"frozenset({'channel_18', 'channel_4'})",1.0,0.10377358490566038,0.10377358490566038,0.10377358490566038,1.0,0.0,1.0
frozenset({'04:30:00'}),"frozenset({'channel_5', 'channel_4'})",1.0,0.04716981132075472,0.04716981132075472,0.04716981132075472,1.0,0.0,1.0
frozenset({'04:30:00'}),"frozenset({'channel_6', 'channel_4'})",1.0,0.0660377358490566,0.0660377358490566,0.0660377358490566,1.0,0.0,1.0
frozenset({'04:30:00'}),"frozenset({'channel_6', 'channel_5'})",1.0,0.17452830188679244,0.17452830188679244,0.17452830188679244,1.0,0.0,1.0
frozenset({'04:30:00'}),"frozenset({'channel_18', 'channel_14', 'channel_4'})",1.0,0.08018867924528301,0.08018867924528301,0.08018867924528301,1.0,0.0,1.0
frozenset({'04:30:00'}),"frozenset({'channel_6', 'channel_5', 'channel_4'})",1.0,0.04716981132075472,0.04716981132075472,0.04716981132075472,1.0,0.0,1.0
